id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
35046	a,Greater Recruit\0	a,	9C	E8	A9	-1
35047	a,Greater Recruit\0	a,	9C	E8	A9	-1
35048	a,Greater Recruit\0	a,	9C	E8	A9	-1
35049	a,Greater Recruit\0	a,	9C	E8	A9	-1
35050	a,Recruit\0	a,	9C	E8	A9	-1
35051	a,Recruit\0	a,	9C	E8	A9	-1
35052	a,Recruit\0	a,	9C	E8	A9	-1
35053	a,Recruit\0	a,	9C	E8	A9	-1
35054	a,Recruit\0	a,	9C	E8	A9	-1
35055	a,Recruit\0	a,	9C	E8	A9	-1
35056	a,Recruit\0	a,	9C	E8	A9	-1
35057	a,Recruit\0	a,	9C	E8	A9	-1
35058	a,Recruit\0	a,	9C	E8	A9	-1
35059	a,Recruit\0	a,	9C	E8	A9	-1
35060	a,Nephilim Mercenary\0	a,	9C	E8	A9	-1
35061	a,Nephilim Mercenary\0	a,	9C	E8	A9	-1
35062	a,Headquarters\0	a,	9C	E8	A9	-1
35063	a,Gludio Holy Artifact\0	a,	9C	E8	A9	-1
35064	a,Baron Lewin Waldner\0	a,	9C	E8	A9	-1
35065	a,Cronenberg\0	a,Sir\0	9C	E8	A9	-1
35066	a,Royal Knight\0	a,Gludio\0	9C	E8	A9	-1
35067	a,Court Sorcerer\0	a,Gludio\0	9C	E8	A9	-1
35068	a,Court Sorcerer\0	a,Gludio\0	9C	E8	A9	-1
35069	a,Court Guard\0	a,Gludio\0	9C	E8	A9	-1
35070	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35071	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35072	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35073	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35074	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35075	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35076	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35077	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35078	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35079	a,Royal Knight\0	a,Gludio\0	9C	E8	A9	-1
35080	a,Court Sorcerer\0	a,Gludio\0	9C	E8	A9	-1
35081	a,Court Sorcerer\0	a,Gludio\0	9C	E8	A9	-1
35082	a,Court Guard\0	a,Gludio\0	9C	E8	A9	-1
35083	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35084	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35085	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35086	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35087	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35088	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35089	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35090	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35091	a,Guard\0	a,Gludio\0	9C	E8	A9	-1
35092	a,Gatekeeper\0	a,Gludio\0	9C	E8	A9	-1
35093	a,Gatekeeper\0	a,Gludio\0	9C	E8	A9	-1
35094	a,Gatekeeper\0	a,Gludio\0	9C	E8	A9	-1
35095	a,Mass Gatekeeper\0	a,Gludio\0	9C	E8	A9	-1
35096	a,Outer Doorman\0	a,Gludio\0	9C	E8	A9	-1
35097	a,Inner Doorman\0	a,Gludio\0	9C	E8	A9	-1
35098	a,Blacksmith\0	a,Gludio\0	9C	E8	A9	-1
35099	a,Warehouse Keeper\0	a,Gludio\0	9C	E8	A9	-1
35100	a,Sayres\0	a,Chamberlain\0	9C	E8	A9	-1
35101	a,Grad\0	a,Wyvern Manager\0	9C	E8	A9	-1
35102	a,Greenspan\0	a,Mercenary Manager\0	9C	E8	A9	-1
35103	a,Manor Manager\0	a,Gludio\0	9C	E8	A9	-1
35104	a,Tyron\0	a,Sir\0	9C	E8	A9	-1
35105	a,Dion Holy Artifact\0	a,	9C	E8	A9	-1
35106	a,Duke Byron Ashton\0	a,	9C	E8	A9	-1
35107	a,Ivano\0	a,Sir\0	9C	E8	A9	-1
35108	a,Royal Knight\0	a,Dion\0	9C	E8	A9	-1
35109	a,Court Sorcerer\0	a,Dion\0	9C	E8	A9	-1
35110	a,Court Sorcerer\0	a,Dion\0	9C	E8	A9	-1
35111	a,Court Guard\0	a,Dion\0	9C	E8	A9	-1
35112	a,Guard\0	a,Dion\0	9C	E8	A9	-1
35113	a,Guard\0	a,Dion\0	9C	E8	A9	-1
35114	a,Guard\0	a,Dion\0	9C	E8	A9	-1
35115	a,Guard\0	a,Dion\0	9C	E8	A9	-1
35116	a,Guard\0	a,Dion\0	9C	E8	A9	-1
35117	a,Guard\0	a,Dion\0	9C	E8	A9	-1
35118	a,Guard\0	a,Dion\0	9C	E8	A9	-1
35119	a,Guard\0	a,Dion\0	9C	E8	A9	-1
35120	a,Guard\0	a,Dion\0	9C	E8	A9	-1
35121	a,Royal Knight\0	a,Dion\0	9C	E8	A9	-1
35122	a,Court Sorcerer\0	a,Dion\0	9C	E8	A9	-1
35123	a,Court Sorcerer\0	a,Dion\0	9C	E8	A9	-1
35124	a,Court Guard\0	a,Dion\0	9C	E8	A9	-1
35125	a,Court Guard\0	a,Dion\0	9C	E8	A9	-1
35126	a,Court Guard\0	a,Dion\0	9C	E8	A9	-1
35127	a,Court Guard\0	a,Dion\0	9C	E8	A9	-1
35128	a,Court Guard\0	a,Dion\0	9C	E8	A9	-1
35129	a,Court Guard\0	a,Dion\0	9C	E8	A9	-1
35130	a,Court Guard\0	a,Dion\0	9C	E8	A9	-1
35131	a,Court Guard\0	a,Dion\0	9C	E8	A9	-1
35132	a,Court Guard\0	a,Dion\0	9C	E8	A9	-1
35133	a,Court Guard\0	a,Dion\0	9C	E8	A9	-1
35134	a,Gatekeeper\0	a,Dion\0	9C	E8	A9	-1
35135	a,Gatekeeper\0	a,Dion\0	9C	E8	A9	-1
35136	a,Gatekeeper\0	a,Dion\0	9C	E8	A9	-1
35137	a,Mass Gatekeeper\0	a,Dion\0	9C	E8	A9	-1
35138	a,Outer Doorman\0	a,Dion\0	9C	E8	A9	-1
35139	a,Inner Doorman\0	a,Dion\0	9C	E8	A9	-1
35140	a,Blacksmith\0	a,Dion\0	9C	E8	A9	-1
35141	a,Warehouse Keeper\0	a,Dion\0	9C	E8	A9	-1
35142	a,Crosby\0	a,Chamberlain\0	9C	E8	A9	-1
35143	a,Hodler\0	a,Wyvern Manager\0	9C	E8	A9	-1
35144	a,Mercenary Manager Sanford\0	a,Mercenary Manager\0	9C	E8	A9	-1
35145	a,Manor Manager\0	a,Dion\0	9C	E8	A9	-1
35146	a,Gibbson\0	a,Herald\0	9C	E8	A9	-1
35147	a,Giran Holy Artifact\0	a,	9C	E8	A9	-1
35148	a,Baron Carmon Esthus\0	a,	9C	E8	A9	-1
35149	a,Ulric\0	a,Sir\0	9C	E8	A9	-1
35150	a,Royal Knight\0	a,Giran\0	9C	E8	A9	-1
35151	a,Court Sorcerer\0	a,Giran\0	9C	E8	A9	-1
35152	a,Court Sorcerer\0	a,Giran\0	9C	E8	A9	-1
35153	a,Court Guard\0	a,Giran\0	9C	E8	A9	-1
35154	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35155	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35156	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35157	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35158	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35159	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35160	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35161	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35162	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35163	a,Royal Knight\0	a,Giran\0	9C	E8	A9	-1
35164	a,Court Sorcerer\0	a,Giran\0	9C	E8	A9	-1
35165	a,Court Sorcerer\0	a,Giran\0	9C	E8	A9	-1
35166	a,Court Guard\0	a,Giran\0	9C	E8	A9	-1
35167	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35168	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35169	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35170	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35171	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35172	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35173	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35174	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35175	a,Guard\0	a,Giran\0	9C	E8	A9	-1
35176	a,Gatekeeper\0	a,Giran\0	9C	E8	A9	-1
35177	a,Gatekeeper\0	a,Giran\0	9C	E8	A9	-1
35178	a,Gatekeeper\0	a,Giran\0	9C	E8	A9	-1
35179	a,Mass Gatekeeper\0	a,Giran\0	9C	E8	A9	-1
35180	a,Outer Doorman\0	a,Giran\0	9C	E8	A9	-1
35181	a,Inner Doorman\0	a,Giran\0	9C	E8	A9	-1
35182	a,Blacksmith\0	a,Giran\0	9C	E8	A9	-1
35183	a,Warehouse Keeper\0	a,Giran\0	9C	E8	A9	-1
35184	a,Saul\0	a,Chamberlain\0	9C	E8	A9	-1
35185	a,Bryce\0	a,Wyvern Manager\0	9C	E8	A9	-1
35186	a,Arvid\0	a,Mercenary Manager\0	9C	E8	A9	-1
35187	a,Manor Manager\0	a,Giran\0	9C	E8	A9	-1
35188	a,Holmes\0	a,Sir\0	9C	E8	A9	-1
35189	a,Oren Holy Artifact\0	a,	9C	E8	A9	-1
35190	a,Balthus Van Dyke\0	a,Duke\0	9C	E8	A9	-1
35191	a,Quant\0	a,Sir\0	9C	E8	A9	-1
35192	a,Royal Knight\0	a,Oren\0	9C	E8	A9	-1
35193	a,Court Sorcerer\0	a,Oren\0	9C	E8	A9	-1
35194	a,Court Sorcerer\0	a,Oren\0	9C	E8	A9	-1
35195	a,Court Guard\0	a,Oren\0	9C	E8	A9	-1
35196	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35197	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35198	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35199	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35200	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35201	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35202	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35203	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35204	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35205	a,Royal Knight\0	a,Oren\0	9C	E8	A9	-1
35206	a,Court Sorcerer\0	a,Oren\0	9C	E8	A9	-1
35207	a,Court Sorcerer\0	a,Oren\0	9C	E8	A9	-1
35208	a,Court Guard\0	a,Oren\0	9C	E8	A9	-1
35209	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35210	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35211	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35212	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35213	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35214	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35215	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35216	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35217	a,Guard\0	a,Oren\0	9C	E8	A9	-1
35218	a,Gatekeeper\0	a,Oren\0	9C	E8	A9	-1
35219	a,Gatekeeper\0	a,Oren\0	9C	E8	A9	-1
35220	a,Gatekeeper\0	a,Oren\0	9C	E8	A9	-1
35221	a,Mass Gatekeeper\0	a,Oren\0	9C	E8	A9	-1
35222	a,Outer Doorman\0	a,Oren\0	9C	E8	A9	-1
35223	a,Inner Doorman\0	a,Oren\0	9C	E8	A9	-1
35224	a,Blacksmith\0	a,Oren\0	9C	E8	A9	-1
35225	a,Warehouse Keeper\0	a,Oren\0	9C	E8	A9	-1
35226	a,Brasseur\0	a,Chamberlain\0	9C	E8	A9	-1
35227	a,Finrod\0	a,Wyvern Manager\0	9C	E8	A9	-1
35228	a,Morrison\0	a,Mercenary Manager\0	9C	E8	A9	-1
35229	a,Manor Manager\0	a,Oren\0	9C	E8	A9	-1
35230	a,Manor Manager\0	a,Oren\0	9C	E8	A9	-1
35231	a,Manor Manager\0	a,Oren\0	9C	E8	A9	-1
35232	a,Sherwood\0	a,Messenger\0	9C	E8	A9	-1
35233	a,Aden Holy Artifact\0	a,	9C	E8	A9	-1
35234	a,Amadeo Cadmus\0	a,King\0	9C	E8	A9	-1
35235	a,Royal Knight\0	a,Aden\0	9C	E8	A9	-1
35236	a,Court Sorcerer\0	a,Aden\0	9C	E8	A9	-1
35237	a,Court Sorcerer\0	a,Aden\0	9C	E8	A9	-1
35238	a,Court Guard\0	a,Aden\0	9C	E8	A9	-1
35239	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35240	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35241	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35242	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35243	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35244	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35245	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35246	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35247	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35248	a,Royal Knight\0	a,Aden\0	9C	E8	A9	-1
35249	a,Court Sorcerer\0	a,Aden\0	9C	E8	A9	-1
35250	a,Court Sorcerer\0	a,Aden\0	9C	E8	A9	-1
35251	a,Court Guard\0	a,Aden\0	9C	E8	A9	-1
35252	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35253	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35254	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35255	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35256	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35257	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35258	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35259	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35260	a,Guard\0	a,Aden\0	9C	E8	A9	-1
35261	a,Gatekeeper\0	a,Aden\0	9C	E8	A9	-1
35262	a,Gatekeeper\0	a,Aden\0	9C	E8	A9	-1
35263	a,Gatekeeper\0	a,Aden\0	9C	E8	A9	-1
35264	a,Gatekeeper\0	a,Aden\0	9C	E8	A9	-1
35265	a,Gatekeeper\0	a,Aden\0	9C	E8	A9	-1
35266	a,Mass Gatekeeper\0	a,Aden\0	9C	E8	A9	-1
35267	a,Outer Doorman\0	a,Aden\0	9C	E8	A9	-1
35268	a,Inner Doorman\0	a,Aden\0	9C	E8	A9	-1
35269	a,Hall Doorman\0	a,Aden\0	9C	E8	A9	-1
35270	a,Inner Doorman\0	a,Aden\0	9C	E8	A9	-1
35271	a,Gatekeeper\0	a,Aden\0	9C	E8	A9	-1
35272	a,Blacksmith\0	a,Aden\0	9C	E8	A9	-1
35273	a,Warehouse Keeper\0	a,Aden\0	9C	E8	A9	-1
35274	a,Logan\0	a,Chamberlain\0	9C	E8	A9	-1
35275	a,Kruger\0	a,Wyvern Manager\0	9C	E8	A9	-1
35276	a,Eldon\0	a,Mercenary Manager\0	9C	E8	A9	-1
35277	a,Manor Manager\0	a,Aden\0	9C	E8	A9	-1
35278	a,Messenger Ruford\0	a,Messenger\0	9C	E8	A9	-1
35279	a,Innadril Holy Artifact\0	a,	9C	E8	A9	-1
35280	a,Baron Lionel Hunter\0	a,	9C	E8	A9	-1
35281	a,Schaht\0	a,Sir\0	9C	E8	A9	-1
35282	a,Royal Knight\0	a,Innadril\0	9C	E8	A9	-1
35283	a,Court Sorcerer\0	a,Innadril\0	9C	E8	A9	-1
35284	a,Court Sorcerer\0	a,Innadril\0	9C	E8	A9	-1
35285	a,Court Guard\0	a,Innadril\0	9C	E8	A9	-1
35286	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35287	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35288	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35289	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35290	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35291	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35292	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35293	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35294	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35295	a,Royal Knight\0	a,Innadril\0	9C	E8	A9	-1
35296	a,Court Sorcerer\0	a,Innadril\0	9C	E8	A9	-1
35297	a,Court Sorcerer\0	a,Innadril\0	9C	E8	A9	-1
35298	a,Court Guard\0	a,Innadril\0	9C	E8	A9	-1
35299	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35300	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35301	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35302	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35303	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35304	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35305	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35306	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35307	a,Guard\0	a,Innadril\0	9C	E8	A9	-1
35308	a,Gatekeeper\0	a,Innadril\0	9C	E8	A9	-1
35309	a,Gatekeeper\0	a,Innadril\0	9C	E8	A9	-1
35310	a,Gatekeeper\0	a,Innadril\0	9C	E8	A9	-1
35311	a,Mass Gatekeeper\0	a,Innadril\0	9C	E8	A9	-1
35312	a,Outer Doorman\0	a,Innadril\0	9C	E8	A9	-1
35313	a,Inner Doorman\0	a,Innadril\0	9C	E8	A9	-1
35314	a,Blacksmith\0	a,Innadril\0	9C	E8	A9	-1
35315	a,Warehouse Keeper\0	a,Innadril\0	9C	E8	A9	-1
35316	a,Neurath\0	a,Chamberlain \0	9C	E8	A9	-1
35317	a,Tate\0	a,Wyvern Manager\0	9C	E8	A9	-1
35318	a,Solinus\0	a,Mercenary Manager\0	9C	E8	A9	-1
35319	a,Manor Manager\0	a,Innadril\0	9C	E8	A9	-1
35320	a,Raybell\0	a,Sir\0	9C	E8	A9	-1
35322	a,Altar of Fire\0	a,	9C	E8	A9	-1
35323	a,Altar of Water\0	a,	9C	E8	A9	-1
35324	a,Heinz\0	a,Royal Guard Captain\0	9C	E8	A9	-1
35325	a,Duke Mora Ken Abygail\0	a,	9C	E8	A9	-1
35326	a,Royal Knight\0	a,Goddard\0	9C	E8	A9	-1
35327	a,Court Sorcerer\0	a,Goddard\0	9C	E8	A9	-1
35328	a,Court Sorcerer\0	a,Goddard\0	9C	E8	A9	-1
35329	a,Guard\0	a,Goddard\0	9C	E8	A9	-1
35330	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35331	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35332	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35333	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35334	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35335	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35336	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35337	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35338	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35339	a,Royal Knight\0	a,Goddard\0	9C	E8	A9	-1
35340	a,Court Sorcerer\0	a,Goddard\0	9C	E8	A9	-1
35341	a,Court Sorcerer\0	a,Goddard\0	9C	E8	A9	-1
35342	a,Guard\0	a,Goddard\0	9C	E8	A9	-1
35343	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35344	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35345	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35346	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35347	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35348	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35349	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35350	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35351	a,Bodyguard\0	a,Goddard\0	9C	E8	A9	-1
35352	a,Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
35353	a,Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
35354	a,Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
35355	a,Mass Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
35356	a,Outer Doorman\0	a,Goddard\0	9C	E8	A9	-1
35357	a,Inner Doorman\0	a,Goddard\0	9C	E8	A9	-1
35358	a,Inner Doorman\0	a,Goddard\0	9C	E8	A9	-1
35359	a,Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
35360	a,Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
35361	a,Blacksmith\0	a,Goddard\0	9C	E8	A9	-1
35362	a,Warehouse Keeper\0	a,Goddard\0	9C	E8	A9	-1
35363	a,Alfred\0	a,Chamberlain\0	9C	E8	A9	-1
35364	a,Hadley\0	a,Wyvern Manager\0	9C	E8	A9	-1
35365	a,Rowell\0	a,Manager of Mercenary\0	9C	E8	A9	-1
35366	a,Manor Manager\0	a,Goddard\0	9C	E8	A9	-1
35367	a,Daven\0	a,Messenger\0	9C	E8	A9	-1
35368	a,Bloody Lord Nurka\0	a,	9C	E8	A9	-1
35369	a,Partisan Healer\0	a,	9C	E8	A9	-1
35370	a,Partisan Court Guard\0	a,	9C	E8	A9	-1
35371	a,Partisan Court Guard\0	a,	9C	E8	A9	-1
35372	a,Partisan Soldier\0	a,	9C	E8	A9	-1
35373	a,Partisan Sorcerer\0	a,	9C	E8	A9	-1
35374	a,Partisan Archer\0	a,	9C	E8	A9	-1
35375	a,Bloody Lord Nurka\0	a,	9C	E8	A9	-1
35376	a,Partisan Healer\0	a,	9C	E8	A9	-1
35377	a,Partisan Court Guard\0	a,	9C	E8	A9	-1
35378	a,Partisan Court Guard\0	a,	9C	E8	A9	-1
35379	a,Partisan Soldier\0	a,	9C	E8	A9	-1
35380	a,Partisan Sorcerer\0	a,	9C	E8	A9	-1
35381	a,Partisan Archer\0	a,	9C	E8	A9	-1
35382	a,Brakel\0	a,Partisan Herald\0	9C	E8	A9	-1
35383	a,Tamutak\0	a,Ol Mahum Steward\0	9C	E8	A9	-1
35384	a,Black\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35385	a,Renny\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35386	a,Boyer\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35387	a,Baback\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35388	a,Tim\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35389	a,Loring\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35390	a,Dillon\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35391	a,Latif\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35392	a,Bremmer\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35393	a,Faolan\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35394	a,Kalis\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35395	a,Kogan\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35396	a,Winker\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35397	a,Merton\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35398	a,Ruben\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35399	a,Luce\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35400	a,Horner\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35401	a,Amiel\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35402	a,Borna\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35403	a,Ron\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35404	a,Jamal\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35405	a,Flynn\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35406	a,Jabilo\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35407	a,Seth\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35408	a,Dietrich\0	a,	9C	E8	A9	-1
35409	a,Mikhail\0	a,	9C	E8	A9	-1
35410	a,Gustav\0	a,	9C	E8	A9	-1
35411	a,Doom Servant\0	a,	9C	E8	A9	-1
35412	a,Doom Guard\0	a,	9C	E8	A9	-1
35413	a,Doom Archer\0	a,	9C	E8	A9	-1
35414	a,Doom Trooper\0	a,	9C	E8	A9	-1
35415	a,Doom Warrior\0	a,	9C	E8	A9	-1
35416	a,Doom Knight\0	a,	9C	E8	A9	-1
35417	a,Doorman of Hell\0	a,	9C	E8	A9	-1
35418	a,Doorman of Hell\0	a,	9C	E8	A9	-1
35419	a,Hephaeston\0	a,Wyvern Manager\0	9C	E8	A9	-1
35420	a,Loken\0	a,Messenger\0	9C	E8	A9	-1
35421	a,Biggerstaff\0	a,Steward\0	9C	E8	A9	-1
35422	a,Flag of Winner\0	a,	9C	E8	A9	-1
35423	a,Red Flag\0	a,	9C	E8	A9	-1
35424	a,Yellow Flag\0	a,	9C	E8	A9	-1
35425	a,Green Flag\0	a,	9C	E8	A9	-1
35426	a,Blue Flag\0	a,	9C	E8	A9	-1
35427	a,Purple Flag\0	a,	9C	E8	A9	-1
35428	a,Oel Mahum Berserker\0	a,	9C	E8	A9	-1
35429	a,Oel Mahum Scout\0	a,	9C	E8	A9	-1
35430	a,Oel Mahum Leader\0	a,	9C	E8	A9	-1
35431	a,Oel Mahum Cleric\0	a,	9C	E8	A9	-1
35432	a,Oel Mahum Thief\0	a,	9C	E8	A9	-1
35433	a,Inner Doorman\0	a,	9C	E8	A9	-1
35434	a,Inner Doorman\0	a,	9C	E8	A9	-1
35435	a,Outer Doorman\0	a,	9C	E8	A9	-1
35436	a,Outer Doorman\0	a,	9C	E8	A9	-1
35437	a,Messenger\0	a,	9C	E8	A9	-1
35438	a,Chamberlain\0	a,	9C	E8	A9	-1
35439	a,Carey\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35440	a,Daniel\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35441	a,Dianne\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35442	a,Jacques\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35443	a,Crissy\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35444	a,Joff\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35445	a,Albert\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35446	a,Niels\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35447	a,Korgen\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35448	a,Rudy\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35449	a,DiMaggio\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35450	a,Gellar\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35451	a,Emma\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35452	a,Theobolt\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35453	a,Adrienne\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35454	a,Rosconne\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35455	a,Bianca\0	a,Clan Hall Manager\0	9C	E8	A9	-1
35456	a,Stewart\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
35457	a,Gladys\0	a,Clan Hall Manager\0	9C	E8	A9	-1
