tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	dtab1[10]	dtab1[11]	dtab1[12]	dtab1[13]	dtab1[14]	dtab1[15]	dtab1[16]	dtab1[17]	dtab1[18]	dtab1[19]	dtab1[20]	dtab1[21]	dtab1[22]	dtab1[23]	dtab1[24]	dtab1[25]	npc_speed	unk0_cnt	unk0_tab	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	rb_effect_on	rb_effect	rb_effect_fl	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
14269	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14270	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14271	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14272	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14273	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14274	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14275	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14276	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14277	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14278	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14279	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14280	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14281	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14282	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14283	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14284	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14285	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14286	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14287	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14288	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14289	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14290	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14291	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14292	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14293	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14294	LineageMonster2.queen_of_cat	LineageMonsters2.queen_of_cat_m00	2	LineageMonstersTex2.queen_of_cat_t00	LineageMonstersTex2.queen_of_cat_t01				0			2	4416	4																									0.94444442	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.cutie_cat_dmg_1	MonSound.cutie_cat_dmg_2	MonSound.cutie_cat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14295	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14296	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14297	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14298	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14299	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14300	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14301	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	MonSound.Hit_normal_12		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14302	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14303	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	MonSound.Hit_normal_12		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14304	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14305	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14306	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14307	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14308	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14309	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14310	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14311	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14312	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14313	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14314	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14315	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14316	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14317	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14318	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14319	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14320	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
14321	LineageMonster.unicorn_boxer	LineageMonsters.unicorn_boxer_m00	1	LineageMonstersTex.unicorn_boxer_t00					0			2	4416	7																									1.00000000	0		1				4	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wood_3	ItemSound.shield_steel_9		3	MonSound.unicorn_b_dmg_1	MonSound.unicorn_b_dmg_2	MonSound.unicorn_b_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
