id	name	add_name	description	popup	set_ids	set_bonus_desc	set_extra_id	set_extra_desc	unk[0]	unk[1]	special_enchant_amount	special_enchant_desc
8291	Heart of Atlanta		a,The stone found where Atlanta was last seen. It should be given to Wendy.\0	-1	a,	a,	a,	a,	0	0	0	a,
8292	Wendy's Necklace		a,The necklace that became Wendy's last gift. It's not powerful, but it has great historical significance.\0	-1	a,	a,	a,	a,	0	0	0	a,
8293	Trainer License		a,Mark needed to participate in a Clan Hall War.\0	-1	a,	a,	a,	a,	0	0	0	a,
8294	Recipe: Steel Sword (100%)		a,This formula for manufacturing a Steel Sword can only be used by Dwarves and Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8295	Recipe: Titan Sword (100%)		a,This formula for manufacturing a Titan's Sword can only be used by Dwarves and Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8296	Recipe: Pa'agrian Sword (100%)		a,This formula for manufacturing a Titan's Sword can only be used by Dwarves and Requires Create Item - Skill Level 5. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8297	Recipe: Guardian's Sword (100%)		a,This formula for manufacturing a Guardian Sword can only be used by Dwarves and Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8298	Recipe: Guardian's Sword (60%)		a,For Dwarves only.  The recipe for Guardian's Sword.  Requires Create Item - Skill Level 7.  The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8299	Recipe: Infernal Master (100%)		a,This formula for manufacturing an Infernal Master can only be used by Dwarves and Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8300	Recipe: Infernal Master (60%)		a,This formula for manufacturing an Infernal Master can only be used by Dwarves and Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8301	Recipe: Priest Sword (100%)		a,This formula for manufacturing a Priest Sword can only be used by Dwarves and Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8302	Recipe: Sword of Magic Fog (100%)		a,This formula for manufacturing a Sword of Magic Fog can only be used by Dwarves and Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8303	Recipe: Mysterious Sword (100%)		a,This formula for manufacturing a Mysterious Sword can only be used by Dwarves and Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8304	Recipe: Ecliptic Sword (100%)		a,This formula for manufacturing an Ecliptic Sword can only be used by Dwarves and Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8305	Recipe: Wizard's Tear (100%)		a,This formula for Tears of a Wizard can only be used by Dwarves and Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8306	Recipe: Wizard's Tear (60%)		a,This formula for Tears of a Wizard can only be used by Dwarves and Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8307	Recipe: Priest Mace (100%)		a,This formula for manufacturing a Priest Mace can only be used by Dwarves and Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8308	Recipe: Ecliptic Axe (100%)		a,This formula for manufacturing an Ecliptic Axe can only be used by Dwarves and Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8309	Recipe: Spell Breaker (100%)		a,This formula for manufacturing a Spell Breaker can only be used by Dwarves and Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8310	Recipe: Spell Breaker (60%)		a,This formula for manufacturing a Spell Breaker can only be used by Dwarves and Requires Create Item - Skill Level 6. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8311	Recipe: Kaim Vanul's Bones (100%)		a,This formula for manufacturing the weapon known as Kaim Vanul's Bones can only be used by Dwarves and Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8312	Recipe: Kaim Vanul's Bones (60%)		a,This formula for manufacturing the weapon known as Kaim Vanul's Bones can only be used by Dwarves and Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8313	Recipe: Spiritual Eye (100%)		a,This formula for the Spiritual Eye can only be used by Dwarves and requires a Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8314	Recipe: Spiritual Eye (60%)		a,This formula for the Spiritual Eye can only be used by Dwarves and requires a Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8315	Recipe: Flaming Dragon Skull (100%)		a,This formula for manufacturing a Flaming Dragon Skull can only be used by Dwarves and Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8316	Recipe: Flaming Dragon Skull (60%)		a,This formula for manufacturing a Flaming Dragon Skull can only be used by Dwarves and Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8317	Recipe: Titan Hammer (100%)		a,This formula for manufacturing a Titan Hammer can only be used by Dwarves and Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8318	Recipe: Dwarven Hammer (100%)		a,This formula for manufacturing a Dwarven Hammer can only be used by Dwarves and Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8319	Recipe: Karik Horn (100%)		a,This formula for manufacturing a Karik Horn can only be used by Dwarves and Requires Create Item - Skill Level 5. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8320	Recipe: Destroyer Hammer (100%)		a,This formula for manufacturing a Hammer of the Destroyer can only be used by Dwarves and Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8321	Recipe: Ice Storm Hammer (100%)		a,This formula for manufacturing a Storm Hammer can only be used by Dwarves and Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8322	Recipe: Ice Storm Hammer (60%)		a,This formula for manufacturing a Storm Hammer can only be used by Dwarves and Requires Create Item - Skill Level 6. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8323	Recipe: Star Buster (100%)		a,This formula for manufacturing a Star Buster can only be used by Dwarves and Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8324	Recipe: Star Buster (60%)		a,This formula for manufacturing a Star Buster can only be used by Dwarves and Requires Create Item - Skill Level 7. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8325	Recipe: Doom Crusher (100%)		a,This formula for manufacturing a Doom Crusher can only be used by Dwarves and Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8326	Recipe: Doom Crusher (60%)		a,This formula for manufacturing a Doom Crusher can only be used by Dwarves and Requires Create Item - Skill Level 8. The success rate is 60%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8327	Steel Sword Blade		a,A vital material used by Dwarves to make Steel Swords. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8328	Titan Sword Blade		a,A vital material used by Dwarves to make Titan Swords. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8329	Pa'agrian Sword Blade		a,A vital material used by Dwarves to make Pa'agrian Swords. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8330	Guardian Sword Blade		a,A vital material used by Dwarves to make Guardian's Swords. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8331	Infernal Master Blade		a,A vital material used by Dwarves to make an Infernal Master. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8332	Priest Sword Blade		a,Used by Dwarves to make Priest Swords, it can be sold at any regular shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8333	Sword of Magic Fog Blade		a,A vital material used by Dwarves to make Swords of Magic Fog. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8334	Mysterious Sword Blade		a,A vital material used by Dwarves to make Mysterious Swords. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8335	Ecliptic Sword Blade		a,A vital material used by Dwarves to make Swords of Eclipse. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8336	Blade of the Wizard's Tear		a,A vital material used by Dwarves to make a Wizard's Tear. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8337	Priest Mace Head		a,A vital material used by Dwarves to make Priest Maces. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8338	Axe of Eclipse Head		a,A vital material used by Dwarves to make an Ecliptic Axe. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8339	Spell Breaker Head		a,A vital material used by Dwarves to make Spell Breakers. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8340	Bones Head of Kaim Vanul		a,A vital material used by Dwarves to make the weapon known as Kaim Vanul's Bones. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8341	Spiritual Eye Piece		a,A vital material used by Dwarves to make the Spiritual Eye. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8342	Flaming Dragon Skull Piece		a,A vital material used by Dwarves to make a Flaming Dragon Skull. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8343	Titan Hammer Piece		a,A vital material used by Dwarves to make Titan Hammers. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8344	Dwarven Hammer Piece		a,Used by Dwarves to make Dwarven Hammers, it can be sold at any regular shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8345	Karik Horn Piece		a,A vital material used by Dwarves to make Karik Horns. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8346	Hammer Piece of Destroyer		a,A vital material used by Dwarves to make Hammers of Destroyer. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8347	Ice Storm Hammer Head		a,A vital material used by Dwarves to make Ice Storm Hammers. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8348	Star Buster Head		a,A vital material used by Dwarves to make Star Busters. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8349	Doom Crusher Head		a,The essential ingredient needed to make a Red Doom Crusher.  It can be sold at a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8351	Black Colored Fish Scale		a,Take this high-grade fish scale to a Fishing Guild Member to exchange it for an item or sell it to a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8352	Red Colored Fish Scale		a,Take this high-grade fish scale to a Fishing Guild Member to exchange it for an item or sell it to a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8353	Green Colored Fish Scale		a,Take this high-grade fish scale to a Fishing Guild Member to exchange it for an item or sell it to a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8354	Yellow Colored Fish Scale		a,Take this high-grade fish scale to a Fishing Guild Member to exchange it for an item or sell it to a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8355	Blue Colored Fish Scale		a,Take this high-grade fish scale to a Fishing Guild Member to exchange it for an item or sell it to a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8356	White Colored Fish Scale		a,Take this high-grade fish scale to a Fishing Guild Member to exchange it for an item or sell it to a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8357	Orange Colored Fish Scale		a,Take this high-grade fish scale to a Fishing Guild Member to exchange it for an item or sell it to a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8358	Purple Colored Fish Scale		a,Take this high-grade fish scale to a Fishing Guild Member to exchange it for an item or sell it to a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8359	Jade Colored Fish Scale		a,Take this high-grade fish scale to a Fishing Guild Member to exchange it for an item or sell it to a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8360	Adventurer's Box - C Accessory		a,Open the box to obtain C-Grade accessories at a certain rate.\0	-1	a,	a,	a,	a,	0	0	0	a,
8361	Adventurer's Box - B Accessory		a,Open the box to obtain B-Grade accessories at a certain rate.\0	-1	a,	a,	a,	a,	0	0	0	a,
8362	Adventurer's Box - Hair Accessory		a,Open the box to obtain Raider Dragon accessories at a certain rate.\0	-1	a,	a,	a,	a,	0	0	0	a,
8363	Adventurer's Box - Cradle of Creation		a,Open the box to obtain the Cradle of Creation at a certain rate.\0	-1	a,	a,	a,	a,	0	0	0	a,
8364	Recipe: Party Hat (100%)		a,This technique for making a Party Hat can be used by all races. Requires Create Item Common Skill level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8365	Recipe: Party Hat (70%)		a,This technique for making a Party Hat can be used by all races. Requires Create Item Common Skill level 6. The success rate is 70%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8366	Recipe: Feathered Hat (100%)		a,This formula for making a Feathered Hat can be used by all races. Requires Create Item Common Skill level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8367	Recipe: Feathered Hat (70%)		a,This formula for making a Feathered Hat can be used by all races.  Requires Create Item Common Skill level 6. The success rate is 70%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8368	Recipe: Artisan's Goggles (100%)		a,This formula for making Artisan's Goggles can be used by all races. Requires Create Item Common Skill level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8369	Recipe: Artisan's Goggles (70%)		a,This formula for making Artisan's Goggles can be used by all races.  Requires Create Item Common Skill level 6. The success rate is 70%.\0	-1	a,	a,	a,	a,	0	0	0	a,
8370	Recipe: Red Horn of Victory (100%)		a,For All Tirbes. Recipe for making Red Devil Horns. Requires Create Common Item Skill level 4. 100% chance of success.\0	-1	a,	a,	a,	a,	0	0	0	a,
8371	Recipe: Little Angel Wings (100%)		a,This formula for making a Little Angel Wing can be used by all races. Requires Create Common Item Skill level 4. 100% chance of success.\0	-1	a,	a,	a,	a,	0	0	0	a,
8372	Recipe: Fairy Antennae (100%)		a,This formula for making Fairy Antennae can be used by all races. Requires Create Common Item Skill level 4. 100% chance of success.\0	-1	a,	a,	a,	a,	0	0	0	a,
8373	Party Hat Fabric		a,A key material to make a Party Hat. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8374	Feathered Hat Fabric		a,A key material to make a Feathered Hat. Available at any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
8375	Artisan's Goggles Fabric		a,Used to make Artisan's Goggles, it can also be sold at any regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8376	Red Horn of Victory Fragment		a,The main ingredient that is needed to make a horn of a red devil. It can be sold to a regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8377	Little Angel Wings Piece		a,Used by Dwarves to make a Little Angel Wing, it can also be sold at any regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8378	Fairy Antennae Piece		a,Used by Dwarves to make Fairy Antennae, it can also be sold at any regular store.\0	-1	a,	a,	a,	a,	0	0	0	a,
8379	Petrification Scroll		a,Temporarily petrifies the target.\0	-1	a,	a,	a,	a,	0	0	0	a,
8380	Spellbook: Betray		a,Spellbook to learn Betray.  Used by Warlocks, Elemental Summoners and Phantom Summoners.\0	-1	a,	a,	a,	a,	0	0	0	a,
8381	Spellbook: Mass Curse Fear		a,Spellbook needed to learn Mass Curse Fear. Used by Necromancers.\0	-1	a,	a,	a,	a,	0	0	0	a,
8382	Spellbook: Mass Curse Gloom		a,Spellbook needed to learn Mass Curse Gloom. Used by Necromancers.\0	-1	a,	a,	a,	a,	0	0	0	a,
8383	Spellbook: Mass Surrender to Fire		a,Spellbook needed to learn Mass Surrender to Fire. Used by Warlocks.\0	-1	a,	a,	a,	a,	0	0	0	a,
8384	Spellbook: Mass Surrender to Water		a,Spellbook needed to learn Mass Surrender to Water. Used by Elemental Summoners.\0	-1	a,	a,	a,	a,	0	0	0	a,
8385	Spellbook: Mass Surrender to Wind		a,Spellbook needed to learn Mass Surrender to Wind. Used by Phantom Summoners.\0	-1	a,	a,	a,	a,	0	0	0	a,
8386	Spellbook - Arcane Disruption		a,Spellbook needed to learn Arcane Disruption. Used by Warlocks.\0	-1	a,	a,	a,	a,	0	0	0	a,
8387	Spellbook - Summon Cursed Bones		a,Spellbook needed to learn Summon Cursed Bones. Used by Necromancers.\0	-1	a,	a,	a,	a,	0	0	0	a,
8388	Spellbook: Greater Might		a,Spellbook needed to learn Great Might. Used by Prophets.\0	-1	a,	a,	a,	a,	0	0	0	a,
8389	Spellbook: Greater Shield		a,Spellbook needed to learn Greater Shield. Used by Prophets.\0	-1	a,	a,	a,	a,	0	0	0	a,
8390	Amulet: War Chant		a,Warcryers need this in order to use War Chant.\0	-1	a,	a,	a,	a,	0	0	0	a,
8391	Amulet: Earth Chant		a,Warcryers need this in order to use Earth Chant.\0	-1	a,	a,	a,	a,	0	0	0	a,
8392	Spellbook: Holy Resistance		a,Spellbook needed to learn Holy Resistance. Used by Prophets and Shillien Elders.\0	-1	a,	a,	a,	a,	0	0	0	a,
8393	Spellbook: Unholy Resistance		a,Spellbook needed to learn Unholy Resistance. Used by Prophets and Elven Elders.\0	-1	a,	a,	a,	a,	0	0	0	a,
8394	Spellbook: Trance		a,Spellbook needed to learn Trance. Used by Bishops and Elven Elders.\0	-1	a,	a,	a,	a,	0	0	0	a,
8395	Spellbook: Erase		a,Spellbook needed to learn Erase. Used by Bishops, Prophets, Elven Elders and Shillien Elders.\0	-1	a,	a,	a,	a,	0	0	0	a,
8396	Spellbook: Magical Backfire		a,Spellbook needed to learn Magical Backfire. Used by Bishops.\0	-1	a,	a,	a,	a,	0	0	0	a,
8397	Spellbook: Clarity		a,Spellbook needed to learn Clarity. Used by Elven Elders.\0	-1	a,	a,	a,	a,	0	0	0	a,
8398	Spellbook: Mana Burn		a,Spellbook needed to learn Mana Burn. Used by Bishops, Prophets, Elven Elders and Shillien Elders.\0	-1	a,	a,	a,	a,	0	0	0	a,
8399	Spellbook: Mana Storm		a,Spellbook needed to learn Mana Storm. Used by Bishops.\0	-1	a,	a,	a,	a,	0	0	0	a,
8400	Spellbook: Turn Undead		a,Spellbook needed to learn Turn Undead. Used by Bishops and Elven Elders.\0	-1	a,	a,	a,	a,	0	0	0	a,
8401	Spellbook: Major Heal		a,Spellbook needed to learn Major Heal. Used by Bishops and Elven Elders.\0	-1	a,	a,	a,	a,	0	0	0	a,
8402	Spellbook: Major Group Heal		a,Spellbook needed to learn Major Group Heal. Used by Bishops.\0	-1	a,	a,	a,	a,	0	0	0	a,
8403	Small Nimble Green Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8404	Small Ugly Green Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8405	Small Pudgy Green Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8406	Nimble Green Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8407	Ugly Green Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8408	Pudgy Green Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8409	Large Nimble Green Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8410	Large Ugly Green Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8411	Large Pudgy Green Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8412	Small Jade Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8413	Small Jade Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8414	Small Jade Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8415	Jade Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8416	Jade Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8417	Jade Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8418	Large Jade Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8419	Large Jade Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8420	Large Jade Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8421	Small Blue Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8422	Small Blue Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8423	Small Blue Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8424	Blue Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8425	Blue Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8426	Blue Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8427	Large Blue Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8428	Large Blue Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8429	Large Blue Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8430	Small Yellow Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8431	Small Yellow Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8432	Small Yellow Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8433	Yellow Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8434	Yellow Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8435	Yellow Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8436	Large Yellow Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8437	Large Yellow Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8438	Large Yellow Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8439	Small Orange Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8440	Small Orange Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8441	Small Orange Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8442	Orange Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8443	Orange Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8444	Orange Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8445	Large Orange Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8446	Large Orange Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8447	Large Orange Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8448	Small Purple Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8449	Small Purple Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8450	Small Purple Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8451	Purple Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8452	Purple Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8453	Purple Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8454	Large Purple Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8455	Large Purple Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8456	Large Purple Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8457	Small Red Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8458	Small Red Ugly Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8459	Small Red Fat Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
8460	Red Nimble Fish - Upper Grade		a,Double-click to randomly transform an item. The transformed item can be used to make other items.\0	-1	a,	a,	a,	a,	0	0	0	a,
