name	id_mk	id_recipe	level	id_item	count	mp_cost	success_rate	materials_cnt	materials_m[0]_id	materials_m[0]_cnt	materials_m[1]_id	materials_m[1]_cnt	materials_m[2]_id	materials_m[2]_cnt	materials_m[3]_id	materials_m[3]_cnt	materials_m[4]_id	materials_m[4]_cnt	materials_m[5]_id	materials_m[5]_cnt	materials_m[6]_id	materials_m[6]_cnt	materials_m[7]_id	materials_m[7]_cnt	materials_m[8]_id	materials_m[8]_cnt	materials_m[9]_id	materials_m[9]_cnt
a,mk_sealed_phoenix's_necklace_ii\0	618	6330	7	6323	1	192	100	8	6330	1	6343	13	5552	1	1895	60	1887	36	4044	12	1460	37	2132	12				
a,mk_sealed_majestic_necklace_i\0	619	6335	8	6326	1	201	70	8	6335	1	6344	14	4048	1	1895	100	1887	60	4044	20	1461	17	2133	6				
a,mk_sealed_majestic_necklace_ii\0	620	6336	8	6326	1	201	100	8	6336	1	6344	14	5552	1	1895	120	1887	72	4044	24	1461	34	2133	6				
a,mk_sealed_phoenix's_ring_i\0	621	6333	7	6325	1	192	70	8	6333	1	6345	13	1892	1	1895	30	1887	18	4044	6	1460	11	2132	18				
a,mk_sealed_phoenix's_ring_ii\0	622	6334	7	6325	1	192	100	8	6334	1	6345	13	4048	1	1895	40	1887	24	4044	8	1460	17	2132	18				
a,mk_sealed_majestic_ring_i\0	623	6339	8	6328	1	201	70	8	6339	1	6346	14	1892	1	1895	45	1887	27	4044	9	1461	12	2133	3				
a,mk_sealed_majestic_ring_ii\0	624	6340	8	6328	1	201	100	8	6340	1	6346	14	4048	1	1895	70	1887	42	4044	14	1461	15	2133	3				
a,mk_shining_arrow\0	625	6901	5	1345	500	150	100	2	1876	2	1878	4																
a,mk_forgotten_blade_i\0	626	6881	9	6364	1	225	60	9	6881	1	6688	17	5554	4	1890	264	1888	264	5550	132	4042	132	1462	211	2134	43		
a,mk_forgotten_blade_ii\0	627	6882	9	6364	1	225	100	9	6882	1	6688	17	5554	8	1890	486	1888	486	5550	243	4042	243	1462	399	2134	43		
a,mk_basalt_battlehammer_i\0	628	6883	9	6365	1	225	60	9	6883	1	6689	17	5554	4	1890	154	1888	154	5550	308	4042	77	1462	211	2134	43		
a,mk_basalt_battlehammer_ii\0	629	6884	9	6365	1	225	100	9	6884	1	6689	17	5554	8	1890	284	1888	284	5550	568	4042	142	1462	398	2134	43		
a,mk_imperial_staff_i\0	630	6885	9	6366	1	225	60	10	6885	1	6690	17	5554	4	1893	121	5550	242	1889	121	1881	242	4042	121	1462	210	2134	43
a,mk_imperial_staff_ii\0	631	6886	9	6366	1	225	100	10	6886	1	6690	17	5554	8	1893	222	5550	444	1889	222	1881	444	4042	222	1462	400	2134	43
a,mk_angel_slayer_i\0	632	6887	9	6367	1	225	60	9	6887	1	6691	17	5554	4	1890	264	1888	264	5550	132	4042	132	1462	211	2134	43		
a,mk_angel_slayer_ii\0	633	6888	9	6367	1	225	100	9	6888	1	6691	17	5554	8	1890	486	1888	486	5550	243	4042	243	1462	399	2134	43		
a,mk_shining_bow_i\0	634	6889	9	6368	1	225	60	9	6889	1	6692	17	5554	4	1890	375	1888	75	5550	150	4042	75	1462	212	2134	43		
a,mk_shining_bow_ii\0	635	6890	9	6368	1	225	100	9	6890	1	6692	17	5554	8	1890	695	1888	139	5550	278	4042	139	1462	397	2134	43		
a,mk_dragon_hunter_axe_i\0	636	6891	9	6369	1	225	60	9	6891	1	6693	17	5554	4	1890	248	1888	124	5550	248	4042	62	1462	214	2134	43		
a,mk_dragon_hunter_axe_ii\0	637	6892	9	6369	1	225	100	9	6892	1	6693	17	5554	8	1890	464	1888	232	5550	464	4042	116	1462	395	2134	43		
a,mk_saint_spear_i\0	638	6893	9	6370	1	225	60	9	6893	1	6694	17	5554	4	1890	248	1888	124	5550	248	4042	62	1462	214	2134	43		
a,mk_saint_spear_ii\0	639	6894	9	6370	1	225	100	9	6894	1	6694	17	5554	8	1890	464	1888	232	5550	464	4042	116	1462	395	2134	43		
a,mk_demon_splinter_i\0	640	6895	9	6371	1	225	60	9	6895	1	6695	17	5554	4	1890	154	1888	154	5550	308	4042	77	1462	211	2134	43		
a,mk_demon_splinter_ii\0	641	6896	9	6371	1	225	100	9	6896	1	6695	17	5554	8	1890	284	1888	284	5550	568	4042	142	1462	398	2134	43		
a,mk_heavens_divider_i\0	642	6897	9	6372	1	225	60	9	6897	1	6696	17	5554	4	1890	292	1888	146	5550	146	4042	146	1462	212	2134	43		
a,mk_heavens_divider_ii\0	643	6898	9	6372	1	225	100	9	6898	1	6696	17	5554	8	1890	540	1888	270	5550	270	4042	270	1462	399	2134	43		
a,mk_arcana_mace_i\0	644	6899	9	6579	1	225	60	9	6899	1	6697	17	5554	4	1890	154	1888	154	5550	308	4042	77	1462	211	2134	43		
a,mk_arcana_mace_ii\0	645	6900	9	6579	1	225	100	9	6900	1	6697	17	5554	8	1890	284	1888	284	5550	568	4042	142	1462	398	2134	43		
a,mk_sealed_sanddragon's_earing_i\0	646	6847	9	6724	1	225	70	8	6847	1	6698	17	5552	1	1895	105	1887	63	4044	21	1462	18	2134	3				
a,mk_sealed_sanddragon's_earing_ii\0	647	6848	9	6724	1	225	100	8	6848	1	6698	17	5552	1	1895	195	1887	117	4044	39	1462	29	2134	3				
a,mk_sealed_ring_of_aurakyria_i\0	648	6849	9	6725	1	225	70	8	6849	1	6699	17	4048	1	1895	85	1887	51	4044	17	1462	12	2134	2				
a,mk_sealed_ring_of_aurakyria_ii\0	649	6850	9	6725	1	225	100	8	6850	1	6699	17	4048	1	1895	145	1887	87	4044	29	1462	20	2134	2				
a,mk_sealed_dragon_necklace_i\0	650	6851	9	6726	1	225	70	8	6851	1	6700	17	5552	1	1895	160	1887	96	4044	32	1462	24	2134	4				
a,mk_sealed_dragon_necklace_ii\0	651	6852	9	6726	1	225	100	8	6852	1	6700	17	5552	1	1895	280	1887	168	4044	56	1462	39	2134	4				
a,mk_sealed_imperial_crusader_armor_i\0	652	6853	9	6674	1	225	60	7	6853	1	6701	17	5553	3	1890	117	4043	78	1462	62	2134	11						
a,mk_sealed_imperial_crusader_armor_ii\0	653	6854	9	6674	1	225	100	7	6854	1	6701	17	5553	4	1890	273	4043	182	1462	117	2134	11						
a,mk_sealed_imperial_crusader_gaiters_i\0	654	6855	9	6675	1	225	60	7	6855	1	6702	17	5553	2	1890	72	4043	48	1462	37	2134	6						
a,mk_sealed_imperial_crusader_gaiters_ii\0	655	6856	9	6675	1	225	100	7	6856	1	6702	17	5553	3	1890	156	4043	104	1462	73	2134	6						
a,mk_sealed_imperial_crusader_gauntlet_i\0	656	6857	9	6676	1	225	60	6	6857	1	6703	17	5552	1	4043	12	1462	16	2134	2								
a,mk_sealed_imperial_crusader_gauntlet_ii\0	657	6858	9	6676	1	225	100	6	6858	1	6703	17	5552	1	4043	31	1462	30	2134	2								
a,mk_sealed_imperial_crusader_boots_i\0	658	6859	9	6677	1	225	60	6	6859	1	6704	17	5552	1	4043	12	1462	16	2134	2								
a,mk_sealed_imperial_crusader_boots_ii\0	659	6860	9	6677	1	225	100	6	6860	1	6704	17	5552	1	4043	31	1462	30	2134	2								
a,mk_sealed_imperial_crusader_shield_i\0	660	6861	9	6678	1	225	60	8	6861	1	6705	17	5551	1	1890	36	1888	12	4043	12	1462	17	2134	2				
a,mk_sealed_imperial_crusader_shield_ii\0	661	6862	9	6678	1	225	100	8	6862	1	6705	17	5551	1	1890	87	1888	29	4043	29	1462	32	2134	2				
a,mk_sealed_imperial_crusader_helmet_i\0	662	6863	9	6679	1	225	60	5	6863	1	6706	17	5551	1	1462	25	2134	4										
a,mk_sealed_imperial_crusader_helmet_ii\0	663	6864	9	6679	1	225	100	6	6864	1	6706	17	5551	1	4043	37	1462	43	2134	4								
a,mk_sealed_draconic_leather_armor_i\0	664	6865	9	6680	1	225	60	8	6865	1	6707	17	5553	3	1895	168	1889	84	4043	84	1462	75	2134	14				
a,mk_sealed_draconic_leather_armor_ii\0	665	6866	9	6680	1	225	100	8	6866	1	6707	17	5553	6	1895	304	1889	152	4043	152	1462	144	2134	14				
a,mk_sealed_draconic_leather_gloves_i\0	666	6867	9	6681	1	225	60	6	6867	1	6708	17	5552	1	4043	12	1462	16	2134	2								
a,mk_sealed_draconic_leather_gloves_ii\0	667	6868	9	6681	1	225	100	6	6868	1	6708	17	5552	1	4043	31	1462	30	2134	2								
a,mk_sealed_draconic_leather_boots_i\0	668	6869	9	6682	1	225	60	6	6869	1	6709	17	5552	1	4043	12	1462	16	2134	2								
a,mk_sealed_draconic_leather_boots_ii\0	669	6870	9	6682	1	225	100	6	6870	1	6709	17	5552	1	4043	31	1462	30	2134	2								
a,mk_sealed_draconic_leather_helmet_i\0	670	6871	9	6683	1	225	60	5	6871	1	6710	17	5551	1	1462	25	2134	4										
a,mk_sealed_draconic_leather_helmet_ii\0	671	6872	9	6683	1	225	100	6	6872	1	6710	17	5551	1	4043	37	1462	43	2134	4								
a,mk_sealed_major_arcana_robe_i\0	672	6873	9	6684	1	225	60	8	6873	1	6711	17	5553	3	1895	168	1889	84	4043	84	1462	75	2134	14				
a,mk_sealed_major_arcana_robe_ii\0	673	6874	9	6684	1	225	100	8	6874	1	6711	17	5553	6	1895	304	1889	152	4043	152	1462	144	2134	14				
a,mk_sealed_major_arcana_gloves_i\0	674	6875	9	6685	1	225	60	6	6875	1	6712	17	5552	1	4043	12	1462	16	2134	2								
a,mk_sealed_major_arcana_gloves_ii\0	675	6876	9	6685	1	225	100	6	6876	1	6712	17	5552	1	4043	31	1462	30	2134	2								
a,mk_sealed_major_arcana_boots_i\0	676	6877	9	6686	1	225	60	6	6877	1	6713	17	5552	1	4043	12	1462	16	2134	2								
a,mk_sealed_major_arcana_boots_ii\0	677	6878	9	6686	1	225	100	6	6878	1	6713	17	5552	1	4043	31	1462	30	2134	2								
a,mk_sealed_major_arcana_hood_i\0	678	6879	9	6687	1	225	60	5	6879	1	6714	17	5551	1	1462	25	2134	4										
a,mk_sealed_major_arcana_hood_ii\0	679	6880	9	6687	1	225	100	6	6880	1	6714	17	5551	1	4043	37	1462	43	2134	4								
a,mk_fish_oil_average\0	680	6920	2	6909	1	75	100	1	6908	4																		
a,mk_fish_oil_high\0	681	6921	3	6910	1	99	100	1	6909	4																		
a,mk_party_mask\0	682	6922	4	5808	1	138	100	4	6922	1	6904	20	6913	300	6914	150												
a,mk_hair_pin_of_lady\0	683	6923	4	6844	1	138	100	4	6923	1	6905	20	6913	300	6914	150												
a,mk_eye_bandage_of_pirate\0	684	6924	4	6845	1	138	100	4	6924	1	6906	20	6913	300	6914	150												
a,mk_monocle\0	685	6925	4	6846	1	138	100	4	6925	1	6907	20	6913	300	6914	150												
a,mk_lesser_healing_potion\0	686	6926	1	1060	1	30	100	1	6908	2																		
a,mk_healing_potion\0	687	6927	2	1061	1	90	100	2	6908	2	6911	1																
a,mk_greater_healing_potion\0	688	6928	5	1539	1	150	100	2	6908	3	6911	3																
a,mk_antidote\0	689	6929	1	1831	1	45	100	1	6908	2																		
a,mk_advanced_antidote\0	690	6930	2	1832	1	90	100	1	6908	3																		
a,mk_bandage\0	691	6931	1	1833	1	45	100	1	6908	2																		
a,mk_emergency_dressing\0	692	6932	2	1834	1	90	100	1	6908	3																		
a,mk_quick_step_potion\0	693	6933	1	734	1	60	100	2	6908	4	6911	4																
a,mk_swift_attack_potion\0	694	6934	1	735	1	60	100	2	6908	5	6911	9																
a,mk_adv_quick_step_potion\0	695	6935	3	1374	1	120	100	2	6909	4	6911	7																
a,mk_adv_swift_attack_potion\0	696	6936	3	1375	1	120	100	2	6909	10	6911	12																
a,mk_potion_of_acumen2\0	697	6937	1	6035	1	60	100	2	6908	10	6911	7																
a,mk_potion_of_acumen3\0	698	6938	3	6036	1	120	100	2	6909	10	6911	12																
a,mk_bighead_potion\0	699	6939	2	5234	1	96	100	3	6939	1	6909	10	6911	28														
a,mk_masktype_a_potion\0	700	6940	3	5235	1	114	100	4	6940	1	6909	6	6911	50	6912	15												
a,mk_masktype_b_potion\0	701	6941	3	5236	1	114	100	4	6941	1	6909	6	6911	50	6912	15												
a,mk_masktype_c_potion\0	702	6942	3	5237	1	114	100	4	6942	1	6909	6	6911	50	6912	15												
a,mk_haircolor_a_potion\0	703	6943	3	5238	1	114	100	4	6943	1	6909	6	6911	50	6912	15												
a,mk_haircolor_b_potion\0	704	6944	3	5239	1	114	100	4	6944	1	6909	6	6911	50	6912	15												
a,mk_haircolor_c_potion\0	705	6945	3	5240	1	114	100	4	6945	1	6909	6	6911	50	6912	15												
a,mk_haircolor_d_potion\0	706	6946	3	5241	1	114	100	4	6946	1	6909	6	6911	50	6912	15												
a,mk_hairstyle_a_potion\0	707	6947	3	5242	1	114	100	4	6947	1	6909	6	6911	50	6912	15												
a,mk_hairstyle_b_potion\0	708	6948	3	5243	1	114	100	4	6948	1	6909	6	6911	50	6912	15												
a,mk_hairstyle_c_potion\0	709	6949	3	5244	1	114	100	4	6949	1	6909	6	6911	50	6912	15												
a,mk_hairstyle_d_potion\0	710	6950	3	5245	1	114	100	4	6950	1	6909	6	6911	50	6912	15												
a,mk_hairstyle_e_potion\0	711	6951	3	5246	1	114	100	4	6951	1	6909	6	6911	50	6912	15												
a,mk_hairstyle_f_potion\0	712	6952	3	5247	1	114	100	4	6952	1	6909	6	6911	50	6912	15												
a,mk_hairstyle_g_potion\0	713	6953	3	5248	1	114	100	4	6953	1	6909	6	6911	50	6912	15												
a,mk_dye_s1c1_d\0	714	6954	4	4469	1	126	100	4	6954	1	6909	10	6915	70	6916	10												
a,mk_dye_s1d1_d\0	715	6955	4	4470	1	126	100	4	6955	1	6909	10	6915	70	6916	10												
a,mk_dye_c1s1_d\0	716	6956	4	4471	1	126	100	4	6956	1	6909	10	6915	70	6916	10												
a,mk_dye_c1d1_d\0	717	6957	4	4472	1	126	100	4	6957	1	6909	10	6915	70	6916	10												
a,mk_dye_d1s1_d\0	718	6958	4	4473	1	126	100	4	6958	1	6909	10	6915	70	6916	10												
a,mk_dye_d1c1_d\0	719	6959	4	4474	1	126	100	4	6959	1	6909	10	6915	70	6916	10												
a,mk_dye_i1m1_d\0	720	6960	4	4475	1	126	100	4	6960	1	6909	10	6915	70	6916	10												
a,mk_dye_i1w1_d\0	721	6961	4	4476	1	126	100	4	6961	1	6909	10	6915	70	6916	10												
a,mk_dye_m1i1_d\0	722	6962	4	4477	1	126	100	4	6962	1	6909	10	6915	70	6916	10												
a,mk_dye_m1w1_d\0	723	6963	4	4478	1	126	100	4	6963	1	6909	10	6915	70	6916	10												
a,mk_dye_w1i1_d\0	724	6964	4	4479	1	126	100	4	6964	1	6909	10	6915	70	6916	10												
a,mk_dye_w1m1_d\0	725	6965	4	4480	1	126	100	4	6965	1	6909	10	6915	70	6916	10												
a,mk_dye_s1c1_c\0	726	6966	4	4553	1	138	100	4	6966	1	6910	5	6915	90	6916	15												
a,mk_dye_s1d1_c\0	727	6967	4	4554	1	138	100	4	6967	1	6910	5	6915	90	6916	15												
a,mk_dye_c1s1_c\0	728	6968	4	4555	1	138	100	4	6968	1	6910	5	6915	90	6916	15												
a,mk_dye_c1c1_c\0	729	6969	4	4556	1	138	100	4	6969	1	6910	5	6915	90	6916	15												
a,mk_dye_d1s1_c\0	730	6970	4	4557	1	138	100	4	6970	1	6910	5	6915	90	6916	15												
a,mk_dye_d1c1_c\0	731	6971	4	4558	1	138	100	4	6971	1	6910	5	6915	90	6916	15												
a,mk_dye_i1m1_c\0	732	6972	4	4559	1	138	100	4	6972	1	6910	5	6915	90	6916	15												
a,mk_dye_i1w1_c\0	733	6973	4	4560	1	138	100	4	6973	1	6910	5	6915	90	6916	15												
a,mk_dye_m1i1_c\0	734	6974	4	4561	1	138	100	4	6974	1	6910	5	6915	90	6916	15												
a,mk_dye_m1w1_c\0	735	6975	4	4562	1	138	100	4	6975	1	6910	5	6915	90	6916	15												
a,mk_dye_w1i1_c\0	736	6976	4	4563	1	138	100	4	6976	1	6910	5	6915	90	6916	15												
a,mk_dye_w1m1_c\0	737	6977	4	4564	1	138	100	4	6977	1	6910	5	6915	90	6916	15												
a,mk_dye_s2c2_c\0	738	6978	5	4589	1	147	100	4	6978	1	6910	7	6915	98	6916	22												
a,mk_dye_s2d2_c\0	739	6979	5	4590	1	147	100	4	6979	1	6910	7	6915	98	6916	22												
a,mk_dye_c2s2_c\0	740	6980	5	4591	1	147	100	4	6980	1	6910	7	6915	98	6916	22												
a,mk_dye_c2c2_c\0	741	6981	5	4592	1	147	100	4	6981	1	6910	7	6915	98	6916	22												
a,mk_dye_d2s2_c\0	742	6982	5	4593	1	147	100	4	6982	1	6910	7	6915	98	6916	22												
a,mk_dye_d2c2_c\0	743	6983	5	4594	1	147	100	4	6983	1	6910	7	6915	98	6916	22												
a,mk_dye_i2m2_c\0	744	6984	5	4595	1	147	100	4	6984	1	6910	7	6915	98	6916	22												
a,mk_dye_i2w2_c\0	745	6985	5	4596	1	147	100	4	6985	1	6910	7	6915	98	6916	22												
a,mk_dye_m2i2_c\0	746	6986	5	4597	1	147	100	4	6986	1	6910	7	6915	98	6916	22												
a,mk_dye_m2w2_c\0	747	6987	5	4598	1	147	100	4	6987	1	6910	7	6915	98	6916	22												
a,mk_dye_w2i2_c\0	748	6988	5	4599	1	147	100	4	6988	1	6910	7	6915	98	6916	22												
a,mk_dye_w2m2_c\0	749	6989	5	4600	1	147	100	4	6989	1	6910	7	6915	98	6916	22												
a,mk_dye_s3c3_c\0	750	6990	5	4601	1	156	100	4	6990	1	6910	12	6915	130	6916	40												
a,mk_dye_s3d3_c\0	751	6991	5	4602	1	156	100	4	6991	1	6910	12	6915	130	6916	40												
a,mk_dye_c3s3_c\0	752	6992	5	4603	1	156	100	4	6992	1	6910	12	6915	130	6916	40												
a,mk_dye_c3c3_c\0	753	6993	5	4604	1	156	100	4	6993	1	6910	12	6915	130	6916	40												
a,mk_dye_d3s3_c\0	754	6994	5	4605	1	156	100	4	6994	1	6910	12	6915	130	6916	40												
a,mk_dye_d3c3_c\0	755	6995	5	4606	1	156	100	4	6995	1	6910	12	6915	130	6916	40												
a,mk_dye_i3m3_c\0	756	6996	5	4607	1	156	100	4	6996	1	6910	12	6915	130	6916	40												
a,mk_dye_i3w3_c\0	757	6997	5	4608	1	156	100	4	6997	1	6910	12	6915	130	6916	40												
a,mk_dye_m3i3_c\0	758	6998	5	4609	1	156	100	4	6998	1	6910	12	6915	130	6916	40												
a,mk_dye_m3w3_c\0	759	6999	5	4610	1	156	100	4	6999	1	6910	12	6915	130	6916	40												
a,mk_dye_w3i3_c\0	760	7000	5	4611	1	156	100	4	7000	1	6910	12	6915	130	6916	40												
a,mk_dye_w3m3_c\0	761	7001	5	4612	1	156	100	4	7001	1	6910	12	6915	130	6916	40												
a,mk_dye_s4c4_c\0	762	7002	6	4613	1	168	100	4	7002	1	6910	16	6915	230	6916	60												
a,mk_dye_s4d4_c\0	763	7003	6	4614	1	168	100	4	7003	1	6910	16	6915	230	6916	60												
a,mk_dye_c4s4_c\0	764	7004	6	4615	1	168	100	4	7004	1	6910	16	6915	230	6916	60												
a,mk_dye_c4c4_c\0	765	7005	6	4616	1	168	100	4	7005	1	6910	16	6915	230	6916	60												
a,mk_dye_d4s4_c\0	766	7006	6	4617	1	168	100	4	7006	1	6910	16	6915	230	6916	60												
a,mk_dye_d4c4_c\0	767	7007	6	4618	1	168	100	4	7007	1	6910	16	6915	230	6916	60												
a,mk_dye_i4m4_c\0	768	7008	6	4619	1	168	100	4	7008	1	6910	16	6915	230	6916	60												
a,mk_dye_i4w4_c\0	769	7009	6	4620	1	168	100	4	7009	1	6910	16	6915	230	6916	60												
a,mk_dye_m4i4_c\0	770	7010	6	4621	1	168	100	4	7010	1	6910	16	6915	230	6916	60												
a,mk_dye_m4w4_c\0	771	7011	6	4622	1	168	100	4	7011	1	6910	16	6915	230	6916	60												
a,mk_dye_w4i4_c\0	772	7012	6	4623	1	168	100	4	7012	1	6910	16	6915	230	6916	60												
a,mk_dye_w4m4_c\0	773	7013	6	4624	1	168	100	4	7013	1	6910	16	6915	230	6916	60												
a,mk_draconic_bow_i\0	774	7580	9	7575	1	225	60	9	7580	1	7579	17	5554	4	1890	375	1888	75	5550	150	4042	75	1462	212	2134	43		
a,mk_draconic_bow_ii\0	775	7581	9	7575	1	225	100	9	7581	1	7579	17	5554	8	1890	695	1888	139	5550	278	4042	139	1462	397	2134	43		
a,mk_racoon_ear\0	776	7689	4	7680	1	138	100	4	7689	1	7684	20	6913	300	6914	150												
a,mk_outlaw_eyepatch\0	777	7690	4	7681	1	138	100	4	7690	1	7685	20	6913	300	6914	150												
a,mk_maidens_hairpin\0	778	7691	4	7682	1	138	100	4	7691	1	7686	20	6913	300	6914	150												
a,mk_rabbit_ear\0	779	7692	4	7683	1	138	100	4	7692	1	7687	20	6913	300	6914	150												
a,mk_cat_ear\0	780	7693	4	6843	1	138	100	4	7693	1	7688	20	6913	300	6914	150												
a,mk_forget_me_not_hairpin\0	781	7699	4	7695	1	138	100	4	7699	1	7697	20	6913	300	6914	150												
a,mk_daisy_hairpin\0	782	7700	4	7696	1	138	100	4	7700	1	7698	20	6913	300	6914	150												
a,mk_iron_sword\0	783	8294	2	7880	1	84	100	6	8327	4	1883	3	1880	60	1879	30	1458	117	2130	34								
a,mk_sword_of_priest\0	784	8301	2	7885	1	84	100	6	8332	4	1883	2	1880	50	1879	50	1458	117	2130	34								
a,mk_giants_sword\0	785	8295	3	7881	1	120	100	6	8328	7	1883	3	1880	210	1879	105	1458	430	2130	139								
a,mk_sword_of_magic_fog\0	786	8302	3	7886	1	120	100	6	8333	7	1883	2	1880	172	1879	172	1458	430	2130	139								
a,mk_mace_of_priest\0	787	8307	3	7890	1	120	100	6	8337	7	1880	128	1879	128	1885	64	1458	430	2130	139								
a,mk_giants_hammer\0	788	8317	3	7896	1	120	100	6	8343	7	1880	176	1879	88	1885	44	1458	430	2130	139								
a,mk_sword_of_paagrio\0	789	8296	5	7882	1	156	100	7	8329	10	1891	3	1890	52	1888	26	5220	104	1459	300	2131	166						
a,mk_horn_of_karik\0	790	8319	5	7898	1	156	100	7	8345	10	1890	72	1888	36	1885	18	5220	90	1459	300	2131	166						
a,mk_mystery_sword\0	791	8303	4	7887	1	138	100	7	8334	8	1891	2	1890	25	1888	25	5220	50	1458	700	2131	81						
a,mk_sword_of_eclipse\0	792	8304	6	7888	1	165	100	7	8335	11	1891	2	1890	76	1888	76	5220	152	1459	410	2131	248						
a,mk_eclipse_axe\0	793	8308	6	7891	1	165	100	7	8338	11	1890	80	1888	80	1885	40	5220	160	1459	410	2131	248						
a,mk_spell_breaker_i\0	794	8310	6	7892	1	174	60	8	8310	1	8339	12	1890	80	1888	80	1885	40	4042	40	1459	325	2132	62				
a,mk_spell_breaker_ii\0	795	8309	6	7892	1	174	100	9	8309	1	8339	12	4045	3	1890	118	1888	118	1885	59	4042	59	1459	499	2132	62		
a,mk_ice_storm_hammer_i\0	796	8322	6	7900	1	174	60	8	8322	1	8347	12	1890	100	1888	50	1885	25	4042	25	1459	360	2132	62				
a,mk_ice_storm_hammer_ii\0	797	8321	6	7900	1	174	100	9	8321	1	8347	12	4045	4	1890	160	1888	80	1885	40	4042	40	1459	353	2132	62		
a,mk_tears_of_wizard_i\0	798	8306	7	7889	1	183	60	8	8306	1	8336	13	1891	2	1890	120	1888	120	4042	60	1460	160	2132	98				
a,mk_tears_of_wizard_ii\0	799	8305	7	7889	1	183	100	8	8305	1	8336	13	4047	2	1890	172	1888	172	4042	86	1460	341	2132	98				
a,mk_bone_of_kaim_vanul_i\0	800	8312	7	7893	1	183	60	8	8312	1	8340	13	1890	120	1888	120	1885	60	4042	60	1460	165	2132	98				
a,mk_bone_of_kaim_vanul_ii\0	801	8311	7	7893	1	183	100	9	8311	1	8340	13	4045	3	1890	172	1888	172	1885	86	4042	86	1460	339	2132	98		
a,mk_star_buster_i\0	802	8324	7	7901	1	183	60	8	8324	1	8348	13	1890	160	1888	80	1885	40	4042	40	1460	168	2132	98				
a,mk_star_buster_ii\0	803	8323	7	7901	1	183	100	9	8323	1	8348	13	4045	4	1890	232	1888	116	1885	58	4042	58	1460	291	2132	98		
a,mk_eye_of_soul_i\0	804	8314	7	7894	1	192	60	10	8314	1	8341	13	4045	3	1890	60	1888	60	1885	30	4042	30	5550	120	1460	215	2132	143
a,mk_eye_of_soul_ii\0	805	8313	7	7894	1	192	100	10	8313	1	8341	13	5554	2	1890	122	1888	122	1885	61	4042	61	5550	244	1460	415	2132	143
a,mk_dragon_flame_head_i\0	806	8316	8	7895	1	201	60	10	8316	1	8342	14	4045	3	1890	98	1888	98	1885	49	4042	49	5550	196	1461	194	2133	74
a,mk_dragon_flame_head_ii\0	807	8315	8	7895	1	201	100	10	8315	1	8342	14	5554	2	1890	194	1888	194	1885	97	4042	97	5550	388	1461	370	2133	74
a,mk_doom_crusher_i\0	808	8326	8	7902	1	201	60	10	8326	1	8349	14	4045	4	1890	148	1888	74	1885	37	4042	37	5550	148	1461	193	2133	74
a,mk_doom_crusher_ii\0	809	8325	8	7902	1	201	100	10	8325	1	8349	14	5554	3	1890	292	1888	146	1885	73	4042	73	5550	292	1461	366	2133	74
a,mk_guardians_sword_i\0	810	8298	7	7883	1	183	60	8	8298	1	8330	13	1891	3	1890	134	1888	67	4042	67	1460	159	2132	98				
a,mk_guardians_sword_ii\0	811	8297	7	7883	1	183	100	8	8297	1	8330	13	4047	3	1890	182	1888	91	4042	91	1460	300	2132	98				
a,mk_hammer_of_destroyer_i\0	812	8487	7	7899	1	192	60	10	8487	1	8346	13	4045	4	1890	84	1888	42	1885	21	4042	21	5550	84	1460	222	2132	143
a,mk_hammer_of_destroyer_ii\0	813	8320	7	7899	1	192	100	10	8320	1	8346	13	5554	3	1890	172	1888	86	1885	43	4042	43	5550	172	1460	419	2132	143
a,mk_inferno_master_i\0	814	8300	7	7884	1	192	60	9	8300	1	8331	13	4047	3	1890	80	5550	40	1888	40	4042	40	1460	230	2132	143		
a,mk_inferno_master_ii\0	815	8299	7	7884	1	192	100	9	8299	1	8331	13	4047	4	1890	196	5550	98	1888	98	4042	98	1460	417	2132	143		
a,mk_dwarven_hammer\0	816	8318	6	7897	1	165	100	7	8344	11	1890	104	1888	52	1885	26	5220	130	1459	420	2131	248						
a,mk_horn_of_reddevil\0	817	8370	4	8187	1	138	100	4	8370	1	8376	20	6913	300	6914	150												
a,mk_wing_of_little_angel\0	818	8371	4	8188	1	138	100	4	8371	1	8377	20	6913	300	6914	150												
a,mk_feeler_of_fairy\0	819	8372	4	8189	1	138	100	4	8372	1	8378	20	6913	300	6914	150												
a,mk_party_hat_i\0	820	8365	6	8184	1	168	70	7	8365	1	8373	20	6913	300	6914	150	8352	450	8357	400	8355	350						
a,mk_party_hat_ii\0	821	8364	6	8184	1	168	100	7	8364	1	8373	20	6913	400	6914	200	8352	700	8357	660	8355	600						
a,mk_chaperon_of_dresser_i\0	822	8367	6	8185	1	168	70	7	8367	1	8374	20	6913	300	6914	150	8351	430	8354	400	8359	365						
a,mk_chaperon_of_dresser_ii\0	823	8366	6	8185	1	168	100	7	8366	1	8374	20	6913	400	6914	200	8351	680	8354	660	8359	620						
a,mk_goggle_of_artisan_i\0	824	8369	6	8186	1	168	70	7	8369	1	8375	20	6913	300	6914	150	8356	430	8358	400	8353	360						
a,mk_goggle_of_artisan_ii\0	825	8368	6	8186	1	168	100	7	8368	1	8375	20	6913	400	6914	200	8356	680	8358	660	8353	600						
a,mk_elixir_of_life_none\0	826	8640	1	8622	10	10	100	2	1785	40	8658	20																
a,mk_elixir_of_life_d\0	827	8641	2	8623	10	30	100	2	1785	130	8658	20																
